app_download,population,city,state,date,post,treated,us_state,us_city,percent_app_download_per_pop
3066.0,12396372,sao_paulo,sao_paulo,2022-03-01,0,1,Indiana,Carmel,0.02473304286125005
2701.0,12396372,sao_paulo,sao_paulo,2022-03-02,0,1,Indiana,Carmel,0.02178863299681552
1927.0,12396372,sao_paulo,sao_paulo,2022-03-03,0,1,Indiana,Carmel,0.015544870708946135
1451.0,12396372,sao_paulo,sao_paulo,2022-03-04,0,1,Indiana,Carmel,0.01170503757066987
1248.0,12396372,sao_paulo,sao_paulo,2022-03-05,0,1,Indiana,Carmel,0.010067461673463816
1338.0,12396372,sao_paulo,sao_paulo,2022-03-06,0,1,Indiana,Carmel,0.010793480544146304
2685.0,12396372,sao_paulo,sao_paulo,2022-03-07,0,1,Indiana,Carmel,0.021659562975360855
2280.0,12396372,sao_paulo,sao_paulo,2022-03-08,0,1,Indiana,Carmel,0.018392478057289666
1609.0,12396372,sao_paulo,sao_paulo,2022-03-09,0,1,Indiana,Carmel,0.01297960403253468
1053.0,12396372,sao_paulo,sao_paulo,2022-03-10,0,1,Indiana,Carmel,0.008494420786985094
1414.0,12396372,sao_paulo,sao_paulo,2022-03-11,0,1,Indiana,Carmel,0.011406563146055959
820.0,12396372,sao_paulo,sao_paulo,2022-03-12,0,1,Indiana,Carmel,0.006614838599551546
1402.0,12396372,sao_paulo,sao_paulo,2022-03-13,0,1,Indiana,Carmel,0.01130976062996496
3103.0,12396372,sao_paulo,sao_paulo,2022-03-14,0,1,Indiana,Carmel,0.02503151728586396
3103.0,12396372,sao_paulo,sao_paulo,2022-03-15,0,1,Indiana,Carmel,0.02503151728586396
2486.0,12396372,sao_paulo,sao_paulo,2022-03-16,0,1,Indiana,Carmel,0.020054254583518467
1979.0,12396372,sao_paulo,sao_paulo,2022-03-17,0,1,Indiana,Carmel,0.015964348278673792
2038.0,12396372,sao_paulo,sao_paulo,2022-03-18,0,1,Indiana,Carmel,0.016440293982787867
1746.0,12396372,sao_paulo,sao_paulo,2022-03-19,0,1,Indiana,Carmel,0.014084766091240243
2460.0,12396372,sao_paulo,sao_paulo,2022-03-20,0,1,Indiana,Carmel,0.019844515798654636
3987.0,12396372,sao_paulo,sao_paulo,2022-03-21,0,1,Indiana,Carmel,0.032162635971234164
3624.0,12396372,sao_paulo,sao_paulo,2022-03-22,0,1,Indiana,Carmel,0.02923435985948147
3803.0,12396372,sao_paulo,sao_paulo,2022-03-23,0,1,Indiana,Carmel,0.03067833072450552
3028.0,12396372,sao_paulo,sao_paulo,2022-03-24,0,1,Indiana,Carmel,0.024426501560295223
2844.0,12396372,sao_paulo,sao_paulo,2022-03-25,0,1,Indiana,Carmel,0.02294219631356658
2712.0,12396372,sao_paulo,sao_paulo,2022-03-26,0,1,Indiana,Carmel,0.0218773686365656
3383.0,12396372,sao_paulo,sao_paulo,2022-03-27,0,1,Indiana,Carmel,0.027290242661320584
5084.0,12396372,sao_paulo,sao_paulo,2022-03-28,0,1,Indiana,Carmel,0.041011999317219584
4527.0,12396372,sao_paulo,sao_paulo,2022-03-29,0,1,Indiana,Carmel,0.03651874919532909
4682.0,12396372,sao_paulo,sao_paulo,2022-03-30,0,1,Indiana,Carmel,0.037769115028171145
4043.0,12396372,sao_paulo,sao_paulo,2022-03-31,0,1,Indiana,Carmel,0.03261438104632549
1800.0,12396372,sao_paulo,sao_paulo,2022-04-01,0,1,Indiana,Carmel,0.014520377413649737
1540.0,12396372,sao_paulo,sao_paulo,2022-04-02,0,1,Indiana,Carmel,0.012422989565011441
1501.0,12396372,sao_paulo,sao_paulo,2022-04-03,0,1,Indiana,Carmel,0.012108381387715696
3259.0,12396372,sao_paulo,sao_paulo,2022-04-04,0,1,Indiana,Carmel,0.02628994999504694
3163.0,12396372,sao_paulo,sao_paulo,2022-04-05,0,1,Indiana,Carmel,0.025515529866318953
2519.0,12396372,sao_paulo,sao_paulo,2022-04-06,0,1,Indiana,Carmel,0.020320461502768714
1888.0,12396372,sao_paulo,sao_paulo,2022-04-07,0,1,Indiana,Carmel,0.01523026253165039
1244.0,12396372,sao_paulo,sao_paulo,2022-04-08,0,1,Indiana,Carmel,0.010035194168100151
940.0,12396372,sao_paulo,sao_paulo,2022-04-09,0,1,Indiana,Carmel,0.007582863760461528
634.0,12396372,sao_paulo,sao_paulo,2022-04-10,0,1,Indiana,Carmel,0.0051143996001410735
3255.0,12396372,sao_paulo,sao_paulo,2022-04-11,0,1,Indiana,Carmel,0.026257682489683274
2350.0,12396372,sao_paulo,sao_paulo,2022-04-12,0,1,Indiana,Carmel,0.01895715940115382
2566.0,12396372,sao_paulo,sao_paulo,2022-04-13,0,1,Indiana,Carmel,0.020699604690791792
1998.0,12396372,sao_paulo,sao_paulo,2022-04-14,0,1,Indiana,Carmel,0.016117618929151208
2153.0,12396372,sao_paulo,sao_paulo,2022-04-15,0,1,Indiana,Carmel,0.017367984761993267
2041.0,12396372,sao_paulo,sao_paulo,2022-04-16,0,1,Indiana,Carmel,0.016464494611810616
2239.0,12396372,sao_paulo,sao_paulo,2022-04-17,0,1,Indiana,Carmel,0.018061736127312086
4305.0,12396372,sao_paulo,sao_paulo,2022-04-18,0,1,Indiana,Carmel,0.034727902647645616
3621.0,12396372,sao_paulo,sao_paulo,2022-04-19,0,1,Indiana,Carmel,0.029210159230458718
3506.0,12396372,sao_paulo,sao_paulo,2022-04-20,0,1,Indiana,Carmel,0.028282468451253318
2980.0,12396372,sao_paulo,sao_paulo,2022-04-21,0,1,Indiana,Carmel,0.024039291495931227
2642.0,12396372,sao_paulo,sao_paulo,2022-04-22,0,1,Indiana,Carmel,0.021312687292701447
2630.0,12396372,sao_paulo,sao_paulo,2022-04-23,0,1,Indiana,Carmel,0.021215884776610447
3105.0,12396372,sao_paulo,sao_paulo,2022-04-24,0,1,Indiana,Carmel,0.025047651038545792
4586.0,12396372,sao_paulo,sao_paulo,2022-04-25,0,1,Indiana,Carmel,0.03699469489944316
4510.0,12396372,sao_paulo,sao_paulo,2022-04-26,0,1,Indiana,Carmel,0.036381612297533505
4233.0,12396372,sao_paulo,sao_paulo,2022-04-27,0,1,Indiana,Carmel,0.03414708755109963
4055.0,12396372,sao_paulo,sao_paulo,2022-04-28,0,1,Indiana,Carmel,0.032711183562416486
3702.0,12396372,sao_paulo,sao_paulo,2022-04-29,0,1,Indiana,Carmel,0.029863576214072953
3501.0,12396372,sao_paulo,sao_paulo,2022-04-30,0,1,Indiana,Carmel,0.028242134069548737
3204.736402152018,12396372,sao_paulo,sao_paulo,2022-05-01,1,1,Indiana,Carmel,0.025852212261394045
4788.21151497984,12396372,sao_paulo,sao_paulo,2022-05-02,1,1,Indiana,Carmel,0.03862591018549492
4358.33175759498,12396372,sao_paulo,sao_paulo,2022-05-03,1,1,Indiana,Carmel,0.03515812334120806
3366.5617413060663,12396372,sao_paulo,sao_paulo,2022-05-04,1,1,Indiana,Carmel,0.02715763726117663
2682.206346606425,12396372,sao_paulo,sao_paulo,2022-05-05,1,1,Indiana,Carmel,0.021637026918895505
2282.578487728458,12396372,sao_paulo,sao_paulo,2022-05-06,1,1,Indiana,Carmel,0.018413278398941708
1453.8491457925652,12396372,sao_paulo,sao_paulo,2022-05-07,1,1,Indiana,Carmel,0.011728021277455735
1919.867959932948,12396372,sao_paulo,sao_paulo,2022-05-08,1,1,Indiana,Carmel,0.015487337423666762
3694.349642565865,12396372,sao_paulo,sao_paulo,2022-05-09,1,1,Indiana,Carmel,0.02980186172668798
3463.722996400141,12396372,sao_paulo,sao_paulo,2022-05-10,1,1,Indiana,Carmel,0.027941425091148775
3355.571353836266,12396372,sao_paulo,sao_paulo,2022-05-11,1,1,Indiana,Carmel,0.02706897916451899
3135.845068929492,12396372,sao_paulo,sao_paulo,2022-05-12,1,1,Indiana,Carmel,0.02529647439532705
2884.190565267317,12396372,sao_paulo,sao_paulo,2022-05-13,1,1,Indiana,Carmel,0.023266408633649566
2144.0311674227887,12396372,sao_paulo,sao_paulo,2022-05-14,1,1,Indiana,Carmel,0.01729563429867052
2579.1458995669345,12396372,sao_paulo,sao_paulo,2022-05-15,1,1,Indiana,Carmel,0.020805651036988358
5571.535694362645,12396372,sao_paulo,sao_paulo,2022-05-16,1,1,Indiana,Carmel,0.044944889475425916
4965.136697477534,12396372,sao_paulo,sao_paulo,2022-05-17,1,1,Indiana,Carmel,0.0400531437542979
4901.862161615351,12396372,sao_paulo,sao_paulo,2022-05-18,1,1,Indiana,Carmel,0.03954271589796879
4274.851820758049,12396372,sao_paulo,sao_paulo,2022-05-19,1,1,Indiana,Carmel,0.03448470101379701
4144.783182560512,12396372,sao_paulo,sao_paulo,2022-05-20,1,1,Indiana,Carmel,0.033435453393626066
3410.7650449620032,12396372,sao_paulo,sao_paulo,2022-05-21,1,1,Indiana,Carmel,0.027514219845629056
4267.2,12396372,sao_paulo,sao_paulo,2022-05-22,1,1,Indiana,Carmel,0.034422974721958974
6662.043947542682,12396372,sao_paulo,sao_paulo,2022-05-23,1,1,Indiana,Carmel,0.05374188470257815
5910.748398437591,12396372,sao_paulo,sao_paulo,2022-05-24,1,1,Indiana,Carmel,0.04768127641246642
6293.338638825062,12396372,sao_paulo,sao_paulo,2022-05-25,1,1,Indiana,Carmel,0.05076758457091367
5382.219735769693,12396372,sao_paulo,sao_paulo,2022-05-26,1,1,Indiana,Carmel,0.0434177010480945
5413.636160868411,12396372,sao_paulo,sao_paulo,2022-05-27,1,1,Indiana,Carmel,0.04367113346443952
5301.152344489164,12396372,sao_paulo,sao_paulo,2022-05-28,1,1,Indiana,Carmel,0.04276374042735377
5894.803804049571,12396372,sao_paulo,sao_paulo,2022-05-29,1,1,Indiana,Carmel,0.04755265334123218
7732.725292387257,12396372,sao_paulo,sao_paulo,2022-05-30,1,1,Indiana,Carmel,0.06237893871196554
8003.8278198057615,12396372,sao_paulo,sao_paulo,2022-05-31,1,1,Indiana,Carmel,0.06456588927636055
4689.996640105337,12396372,sao_paulo,sao_paulo,2022-06-01,1,1,Indiana,Carmel,0.03783362293504371
4633.020525605594,12396372,sao_paulo,sao_paulo,2022-06-02,1,1,Indiana,Carmel,0.03737400366498839
3154.187928036465,12396372,sao_paulo,sao_paulo,2022-06-03,1,1,Indiana,Carmel,0.025444443971481857
2918.119704001462,12396372,sao_paulo,sao_paulo,2022-06-04,1,1,Indiana,Carmel,0.023540110800171713
3293.158725047112,12396372,sao_paulo,sao_paulo,2022-06-05,1,1,Indiana,Carmel,0.026565504205965356
4566.608930069721,12396372,sao_paulo,sao_paulo,2022-06-06,1,1,Indiana,Carmel,0.03683826953619754
4019.0334221595513,12396372,sao_paulo,sao_paulo,2022-06-07,1,1,Indiana,Carmel,0.032421045626571644
3520.5451067656904,12396372,sao_paulo,sao_paulo,2022-06-08,1,1,Indiana,Carmel,0.028399802028897574
2378.267374281648,12396372,sao_paulo,sao_paulo,2022-06-09,1,1,Indiana,Carmel,0.019185188813966275
1699.16827456103,12396372,sao_paulo,sao_paulo,2022-06-10,1,1,Indiana,Carmel,0.01370698035329232
1969.6596001965463,12396372,sao_paulo,sao_paulo,2022-06-11,1,1,Indiana,Carmel,0.01588900042848461
2523.9139992911614,12396372,sao_paulo,sao_paulo,2022-06-12,1,1,Indiana,Carmel,0.020360102127389864
4448.014395381749,12396372,sao_paulo,sao_paulo,2022-06-13,1,1,Indiana,Carmel,0.03588158209016113
3963.7957771072174,12396372,sao_paulo,sao_paulo,2022-06-14,1,1,Indiana,Carmel,0.03197545037457102
3681.7152209791902,12396372,sao_paulo,sao_paulo,2022-06-15,1,1,Indiana,Carmel,0.029699941410109267
3476.973331992289,12396372,sao_paulo,sao_paulo,2022-06-16,1,1,Indiana,Carmel,0.028048313909846277
2791.9003049527087,12396372,sao_paulo,sao_paulo,2022-06-17,1,1,Indiana,Carmel,0.022521914516220622
2563.673532582615,12396372,sao_paulo,sao_paulo,2022-06-18,1,1,Indiana,Carmel,0.020680837365824573
3013.7476299550967,12396372,sao_paulo,sao_paulo,2022-06-19,1,1,Indiana,Carmel,0.024311529453578003
5344.991924790315,12396372,sao_paulo,sao_paulo,2022-06-20,1,1,Indiana,Carmel,0.04311738890048084
4713.6882770773245,12396372,sao_paulo,sao_paulo,2022-06-21,1,1,Indiana,Carmel,0.038024740440810625
3822.52917131895,12396372,sao_paulo,sao_paulo,2022-06-22,1,1,Indiana,Carmel,0.030835870134576067
3859.7715792878857,12396372,sao_paulo,sao_paulo,2022-06-23,1,1,Indiana,Carmel,0.031136300034299434
3894.748194759349,12396372,sao_paulo,sao_paulo,2022-06-24,1,1,Indiana,Carmel,0.031418452066131516
3643.2294486989294,12396372,sao_paulo,sao_paulo,2022-06-25,1,1,Indiana,Carmel,0.02938948144423973
4136.974199000503,12396372,sao_paulo,sao_paulo,2022-06-26,1,1,Indiana,Carmel,0.033372459288899224
5656.241492722504,12396372,sao_paulo,sao_paulo,2022-06-27,1,1,Indiana,Carmel,0.0456282006761535
5408.686242498428,12396372,sao_paulo,sao_paulo,2022-06-28,1,1,Indiana,Carmel,0.043631203085051244
5266.376048869474,12396372,sao_paulo,sao_paulo,2022-06-29,1,1,Indiana,Carmel,0.042483204350994584
4818.630413189917,12396372,sao_paulo,sao_paulo,2022-06-30,1,1,Indiana,Carmel,0.038871295675782534
1015.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-01,0,0,Idaho,Kuna,0.014980309379548055
718.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-02,0,0,Idaho,Kuna,0.010596908506911827
563.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-03,0,0,Idaho,Kuna,0.008309275054862616
342.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-04,0,0,Idaho,Kuna,0.005047552520005354
226.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-05,0,0,Idaho,Kuna,0.0033355171623427196
340.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-06,0,0,Idaho,Kuna,0.0050180346690111705
754.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-07,0,0,Idaho,Kuna,0.011128229824807127
860.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-08,0,0,Idaho,Kuna,0.012692675927498846
570.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-09,0,0,Idaho,Kuna,0.008412587533342258
401.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-10,0,0,Idaho,Kuna,0.005918329124333764
206.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-11,0,0,Idaho,Kuna,0.003040338652400886
144.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-12,0,0,Idaho,Kuna,0.0021252852715812017
522.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-13,0,0,Idaho,Kuna,0.007704159109481857
959.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-14,0,0,Idaho,Kuna,0.014153809551710922
920.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-15,0,0,Idaho,Kuna,0.013578211457324345
556.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-16,0,0,Idaho,Kuna,0.008205962576382975
532.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-17,0,0,Idaho,Kuna,0.007851748364452774
548.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-18,0,0,Idaho,Kuna,0.008087891172406242
390.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-19,0,0,Idaho,Kuna,0.005755980943865755
859.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-20,0,0,Idaho,Kuna,0.012677917002001753
1088.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-21,0,0,Idaho,Kuna,0.01605771094083575
1056.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-22,0,0,Idaho,Kuna,0.015585425324928813
804.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-23,0,0,Idaho,Kuna,0.01186617609966171
803.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-24,0,0,Idaho,Kuna,0.011851417174164618
635.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-25,0,0,Idaho,Kuna,0.009371917690653216
678.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-26,0,0,Idaho,Kuna,0.01000655148702816
699.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-27,0,0,Idaho,Kuna,0.010316488922467084
1303.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-28,0,0,Idaho,Kuna,0.01923087992271046
1255.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-29,0,0,Idaho,Kuna,0.018522451498850057
1113.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-30,0,0,Idaho,Kuna,0.016426684078263042
1006.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-31,0,0,Idaho,Kuna,0.014847479050074231
511.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-01,0,0,Idaho,Kuna,0.007541810929013848
477.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-02,0,0,Idaho,Kuna,0.007040007462112732
499.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-03,0,0,Idaho,Kuna,0.007364703823048748
1033.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-04,0,0,Idaho,Kuna,0.015245970038495706
812.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-05,0,0,Idaho,Kuna,0.011984247503638443
561.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-06,0,0,Idaho,Kuna,0.008279757203868433
505.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-07,0,0,Idaho,Kuna,0.007453257376031298
591.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-08,0,0,Idaho,Kuna,0.008722524968781183
299.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-09,0,0,Idaho,Kuna,0.004412918723630413
241.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-10,0,0,Idaho,Kuna,0.003556901044799095
797.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-11,0,0,Idaho,Kuna,0.01176286362118207
658.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-12,0,0,Idaho,Kuna,0.009711372977086324
614.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-13,0,0,Idaho,Kuna,0.009061980255214291
463.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-14,0,0,Idaho,Kuna,0.006833382505153448
492.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-15,0,0,Idaho,Kuna,0.007261391344569107
271.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-16,0,0,Idaho,Kuna,0.003999668809711845
494.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-17,0,0,Idaho,Kuna,0.00729090919556329
1018.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-18,0,0,Idaho,Kuna,0.01502458615603933
938.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-19,0,0,Idaho,Kuna,0.013843872116271996
900.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-20,0,0,Idaho,Kuna,0.013283032947382511
743.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-21,0,0,Idaho,Kuna,0.010965881644339117
667.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-22,0,0,Idaho,Kuna,0.00984420330656015
638.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-23,0,0,Idaho,Kuna,0.009416194467144492
818.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-24,0,0,Idaho,Kuna,0.012072801056620994
1328.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-25,0,0,Idaho,Kuna,0.019599853060137753
1071.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-26,0,0,Idaho,Kuna,0.015806809207385187
881.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-27,0,0,Idaho,Kuna,0.013002613362937772
952.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-28,0,0,Idaho,Kuna,0.014050497073231279
863.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-29,0,0,Idaho,Kuna,0.01273695270399012
740.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-30,0,0,Idaho,Kuna,0.010921604867847844
624.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-01,1,0,Idaho,Kuna,0.009209569510185209
1044.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-02,1,0,Idaho,Kuna,0.015408318218963714
756.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-03,1,0,Idaho,Kuna,0.01115774767580131
777.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-04,1,0,Idaho,Kuna,0.011467685111240236
640.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-05,1,0,Idaho,Kuna,0.009445712318138675
612.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-06,1,0,Idaho,Kuna,0.009032462404220107
457.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-07,1,0,Idaho,Kuna,0.006744828952170897
449.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-08,1,0,Idaho,Kuna,0.006626757548194165
1009.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-09,1,0,Idaho,Kuna,0.014891755826565505
772.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-10,1,0,Idaho,Kuna,0.011393890483754776
727.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-11,1,0,Idaho,Kuna,0.01072973883638565
528.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-12,1,0,Idaho,Kuna,0.0077927126624644065
339.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-13,1,0,Idaho,Kuna,0.00500327574351408
373.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-14,1,0,Idaho,Kuna,0.005505079210415197
550.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-15,1,0,Idaho,Kuna,0.008117409023400423
943.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-16,1,0,Idaho,Kuna,0.013917666743757455
963.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-17,1,0,Idaho,Kuna,0.014212845253699287
782.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-18,1,0,Idaho,Kuna,0.011541479738725694
718.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-19,1,0,Idaho,Kuna,0.010596908506911827
683.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-20,1,0,Idaho,Kuna,0.010080346114513618
465.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-21,1,0,Idaho,Kuna,0.00686290035614763
649.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-22,1,0,Idaho,Kuna,0.0095785426476125
1358.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-23,1,0,Idaho,Kuna,0.020042620825050504
1053.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-24,1,0,Idaho,Kuna,0.015541148548437538
1135.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-25,1,0,Idaho,Kuna,0.016751380439199055
825.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-26,1,0,Idaho,Kuna,0.012176113535100636
745.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-27,1,0,Idaho,Kuna,0.010995399495333302
803.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-28,1,0,Idaho,Kuna,0.011851417174164618
800.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-29,1,0,Idaho,Kuna,0.011807140397673345
1496.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-30,1,0,Idaho,Kuna,0.022079352543649153
1309.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-31,1,0,Idaho,Kuna,0.01931943347569301
807.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-01,1,0,Idaho,Kuna,0.011910452876152985
773.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-02,1,0,Idaho,Kuna,0.011408649409251868
555.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-03,1,0,Idaho,Kuna,0.008191203650885883
486.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-04,1,0,Idaho,Kuna,0.007172837791586557
593.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-05,1,0,Idaho,Kuna,0.008752042819775367
1064.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-06,1,0,Idaho,Kuna,0.015703496728905548
886.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-07,1,0,Idaho,Kuna,0.013076407990423228
680.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-08,1,0,Idaho,Kuna,0.010036069338022341
518.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-09,1,0,Idaho,Kuna,0.0076451234074934905
412.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-10,1,0,Idaho,Kuna,0.006080677304801772
309.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-11,1,0,Idaho,Kuna,0.004560507978601329
526.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-12,1,0,Idaho,Kuna,0.0077631948114702245
989.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-13,1,0,Idaho,Kuna,0.014596577316623673
943.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-14,1,0,Idaho,Kuna,0.013917666743757455
